기업명,직무,주요 업무,자격 요건,우대 사항
(주)레드버튼,레드버튼 본사 메뉴기획 경력채용,"메뉴 출시 연간 전략 수립
?시그니처 메뉴 발굴
?신 메뉴 및 시즌 메뉴 출시
?세트 메뉴 구성 기획

메뉴 NPD 프로세스 관리 및 운영
?원가관리 및 분석
?메뉴 컨셉 관리
?메뉴 기획안 작성
? 매출 데이터 관리

메뉴관리
?메뉴 상품코드 관리
?메뉴 엔지니어링에 따른 관리 메뉴
?원부재료 마진 구조 관리

프로모션
?이벤트, 프로모션 메뉴 기획
?브랜드 콜라보 메뉴 기획

트랜드 조사
?자사 메뉴 고객 반응 모니터링
?메뉴 트랜드 및 경쟁사 조사","?학력 : 전문대졸 이상
?경력 : 최소 3년 이상(필수)
?성별 : 무관
?모집인원 : 1명
?연봉: 면접 후 협의","?외식 프랜차이즈 상품 기획 경력보유자
?식품/조리/외식산업 계열 전공자
?조리기능사 자격증 및 포트폴리오 보유자
?비흡연자"
(주)서번,서번 영업팀 재용(경력),#NAME?,"- 학력 : 초대졸이상
- 경력 : 3~10년
- 해외여행에 결격 사유가 없는 자
- 운전가능자, office 가능자
- 기계공학과 출신(또는 냉동공조학과 출신)
- 경력은 공조업체 근무 경험만 인정",#NAME?
(주)서번,서번 영업팀 재용(신입),#NAME?,#NAME?,#NAME?
(주)넵튠,퍼포먼스 마케터,"클라이언트의 KPI에 따라 매체 제안, 캠페인을 위한 인프라 구축, 성과에 따라 세밀한 운영, 일별&월별 성과 보고를 진행합니다.","1. 매체 제안 및 운영
- 마케팅 전략과 KPI에 적합한 디지털 및 퍼포먼스 매체들을 제안하고 플래닝 합니다.
- 해당 매체들과 컨택하고 페이스북, 구글 등의 셀프서브 매체를 직접 운영합니다.

2. 캠페인을 위한 인프라 구축
- 클라이언트의 웹 및 앱 내 퍼널을 확인하고 이에 따른 전환 이벤트를 설계 및 SDK 삽입 컨설팅을 진행합니다
- 이 외에도 딥링크 설계 등 캠페인에 있어 도움이 되는 사항들은 함께 제안합니다.

3. 일별&월별 성과 보고
- 클라이언트 KPI와 현재 캠페인 상황을 주기적으로 체크 합니다.
- 데이터 및 글로벌 트래커사의 데이터를 활용하여 캠페인의 성과를 분석하고 이후 방향에 대한 제안을 합니다.

자격요건
- 학력/전공 : 무관
- 경력/연차 : 퍼포먼스 마케팅 경력 2년 이상 ~ 10년 이하
- 구글, 페이스북 미디어 셀프서브 가능자
- 앱, 웹 퍼포먼스 캠페인의 셀프서브를 경험해보신 분
- 서드 파티 트래커 활용이 가능하신 분",#NAME?
(주)넵튠,광고기획자(AE) - 경력,"ㆍ캠페인 전략 기획 및 플래닝 / 클라이언트 커뮤니케이션
ㆍ크리에이티브 기획
ㆍ캠페인 실행
ㆍ성과 데이터 분석을 통한 인사이트 도출
ㆍ클라이언트 (담당 캠페인은 입사 후 논의하여 결정) : 커머스/O2O/금융/IT/게임 등 (쿠팡, 래디시, 아임웹 등)","ㆍ학력 : 대졸 이상 (4년) / 전공 무관
ㆍ경력 : 동종업계 유사 직무 경력 3년 ~ 9년","ㆍ유연한 사고, 성실한 업무 습관을 가진 분
ㆍ국내외 광고 트렌드를 잘 읽으시는 분
ㆍ커뮤니케이션에 능하고 협업을 통해 성과를 만들어낼 수 있는 분
ㆍ다양한 디지털 매체 및 퍼포먼스 마케팅에 대해 이해도를 가지려고 노력하시는 분
ㆍ디지털과 시장에 대한 이해를 바탕으로 광고 인사이트 도출이 가능하신 분
ㆍ게임, IT 서비스 캠페인 경험을 보유하신 분
ㆍ영어 커뮤니케이션 가능한 분"
(주)우원기술,제어 [전장설계],ㆍ2차전지 전장설계,"ㆍ학력 : 무관
ㆍ경력 : 무관","ㆍE-PLAN
ㆍAUTO CAD
ㆍ전기/ 전자공학 경험자(우대)"
(주)한국비즈넷,물류ERP 솔루션 개발자,"사용 기술
JSP, Spring, Java, SW, ERP, MSSQL, Oraclej Query

주요업무
? G-SABIS 솔루션 개발(nexacro14, Java, Spring, Tibero, OZ-Report)
? 포워딩, 창고, 회계 업무 개발 및 운영(nexacro14, Java, Spring, Tibero, Jsp, Jquery, MS-SQL)","? 원활한 커뮤니케이션이 가능하신 분
? 다양한 개발언어를 부담없이 즐길 수 있으신 분","? nexacro, Java, Spring, OZ-Report 사용가능 우대
? Oracle, Tibero, MS-SQL 사용가능 우대
? 정보처리기사 자격증 보유
? 해당직무 근무경험(경력직 지원자)"
(주)한국비즈넷,국제 물류 시스템 교육 및 컨설팅 업무(한국비즈넷),"▶ 담당 업무
ㆍ물류 ERP시스템 업무/회계 교육
ㆍ고객사 물류시스템 컨설팅, 사업 진행 및 추진","ㆍ학력 : 고졸 이상
ㆍ경력 : 경력 우대, 신입 가능","▶ 우대 사항
ㆍ컴퓨터 활용능력 우수자
ㆍ포워딩, 선사, 운송사, 특송 업무 유경험자
ㆍ회계 기초 지식 보유자
ㆍ포워딩 현업 유경험자
ㆍWin-SABIS 사용 유경험자"
(주)한국비즈넷,서버/백엔드/유지보수 개발자 모집,"사용 기술
Java, Oracle, MSSQL

주요업무
? EDI 서비스를 위한 Java 개발 및 운영 업무
? API 연계 개발","? Java, MS-SQL 사용 가능","? 해당직무 근무경험 (API, DATA 변환, ...)
? Oracle, Nexacro, OZ Report 사용 가능"
(주)한국비즈넷,Win-SABIS 운영 및 유지보수 (VB6 개발자)(물류ERP),"사용 기술
Visual Studio, ERP, Visual Basic, MSSQL, Java, Spring Framework

주요업무
? 자사 물류ERP 시스템 운영 및 유지보수 (VB6, MS-SQL)","? Visual Basic 6.0 개발 의향이 있는 분
? 전산 관련 학과 전공자
? Java, Spring framework 교육훈련 이수","? Visual Studio 개발 경험 (VB6, VC, ...)
? DBMS(Oracle / Tibero / MSSQL) 운영경험자
? 회계 업무 경험자"
(주)미르이즈,웹개발 자바 개발자 경력직 채용,#NAME?,"-고용형태 : 경력 정규직

-경력사항 : 7년 이상, 중급/고급

-학력 : 대졸(2~3년)이상",#NAME?
(주)오니스트,제품개발 연구원,"제품개발 연구원은 원료 검토부터 제품화까지, 과학적 연구를 기반으로 제품을 개발하는 역할입니다.

[업무 예시]
신제품 개발 연구 (원료 검토, 제품 배합 및 제형 검토, 관능 연구)
기능성 기전 연구, 논문 및 문헌 탐색
제품 품질 점검 및 개선
천연물 원료 및 시제품 안정성 연구
전임상 및 임상시험 설계
국책(정부)연구과제 수행","3년 이상의 건강기능식품/ 일반식품 개발 연구
자율과 권한을 가지고 스스로 문제를 찾아내고 해결하는 분
원활한 커뮤니케이션을 통한 협업 능력","석사 이상 학위 소지자
관련학 전공자(건강기능식품, 생화학, 생물학, 영양학, 약학 등)"
(주)링네트,네트워크 엔지니어 정규직 (천안 상주),"1. Cisco Network 기술 지원 (장애 시 초기 대응)
- 유/무선 Network
2. 네트워크 운영 관리
- 공장 및 영업소 관리
3. 보안장비 물리적 기술 지원 (협력 업체 원격지원에 대한 물리적 지원)
- 나일소프트, FortiGate, PALOALTO 등
4. 장애에 대한 대체 장비 교체 지원","ㆍ학력 : 학력무관
ㆍ경력 : 네트워크 엔지니어 경력 2년 이상 보유자","ㆍ상주근무 경험 보유자
ㆍCisco자격증 보유자"
(주)링네트,네트워크 엔지니어 정규직 채용 (전주 상주),"ㆍCisco 유/무선 네트워크 기술 지원 (장애 시 초기대응)
ㆍ네트워크 및 보안 장비 기술 지원
ㆍ장애 대체 장비 교체 지원",ㆍ네트워크 엔지니어 경력 보유자,"ㆍCisco 자격증 소지자
ㆍ전주 근교 거주자 및 자차 보유자"
(주)에프엘이에스,"MD, 마케터 경력직","ㆍ자사몰(카페24) 오픈 및 운영
ㆍ이커머스 컨설팅 및 마케팅
ㆍ기타 자사몰 운영에 필요한 업무 전반","ㆍ이커머스 경력 2년 이상 혹은 몰 운영 경력 1년 이상
ㆍ카페24를 통한 몰 오픈 경험이 있으신 분
ㆍ네이버 쇼핑, 카페24 등 이커머스 플랫폼 이해도가 있으신 분","ㆍ이커머스 마케팅, 광고 대행사 경력 우대
ㆍ커뮤니티 지박령, 어그로를 끄는 데 익숙하신 분
ㆍ개인 SNS 운영을 시도하거나, 경험이 있으신 분"
대원씨티에스(주),경력 개발자 모집(PHP/MySQL/HTML/Javascript/CSS),"- 자사 B2B쇼핑몰(컴퓨터코리아) 개발 및 유지보수
컴퓨터코리아(https://www.computer.co.kr)
- 신규 사이트 개발 업무",#NAME?,#NAME?
(주)데이터라이즈,글로벌 CX(Customer eXperience) Manager(일본),"데이터라이즈를 통하여 더 나은 경험을 할 수 있도록, 글로벌 고객(일본)을 돕는 운영 업무를 담당합니다.
- 데이터라이즈의 CX는 고객이 데이터라이즈의 서비스를 사용하며 겪는 모든 문제 (설치 진행, 사용에 대한 문의, 오류 신고 등)에 대해 소통하고 안내하는 운영 업무를 담당합니다.

고객의 요구사항을 잘 파악하고 정리하여 전달합니다. 정리된 VOC를 기반으로 서비스 개선을 위해 다양한 직군의 내부 구성원들과 협업을 합니다.
- 고객의 목소리를 올바르게 듣는 것은 가장 기본적인 역할입니다. 고객 중에서는 간혹 잘못된 질문을 던지거나 또는 자신이 무엇을 물어봐야 하는지도 모르시는 경우도 있습니다. 데이터라이즈 CX의 역할은 고객이 겪고 있는 문제와 묻고자 하는 것을 명확하게 파악하여 고객이 알고자 하는 부분에 대해 답변할 수 있는 준비를 할 수 있어야 합니다.
- 고객의 요구사항을 잘 파악했다면 그 내용을 텍스트로도 잘 정리하여 상호 이해 가능한 문장으로 정리할 수 있어야 원활한 소통이 가능합니다.
- 당장 해결이 어려운 고객의 요구사항에 대해서는 관련 내용을 별도로 관리하여 누구나 이해할 수 있는 체계적인 문장으로 정리한 VOC를 기반으로 내부 구성원들과의 협업을 통해 서비스를 효과적으로 개선합니다.

다양한 환경의 변화에 대응하며, 운영 업무 프로세스를 효율화하고 개선합니다.
- 내부 운영 정책 및 업무에 사용하는 도구(tool) 등 업무와 관련된 환경은 언제든 변화할 수 있습니다. 환경의 변화에 맞춰 효율적으로 업무 처리를 할 수 있도록 관리합니다.","네이티브 수준의 일본어를 구사할 수 있는 분 (필수 자격 요건!!)

명확한 상황 파악이 가능하고 원활한 정보 전달이 가능하신 분
- 고객사의 문의에 대한 안내가 필요한 상황에서, 고객사의 니즈를 명확히 파악하고 원활한 정보 전달 및 소통이 가능하신 분을 찾습니다.

고객과 내부 담당자들의 상황을 이해하고 조율할 수 있는 분
- 고객사의 요청 사항이 반영될 수 있도록 고객사의 입장만을 내부 담당자들에게 강제하거나, 내부 상황에 대하여 고객사에 일방적으로 통보하는 형태의 소통이 아닌, 양측의 상황에 대하여 파악하고 문제에 대해 조율하여 타협점을 찾아낼 수 있는 분을 찾습니다.

본인의 생각을 논리적으로 정리할 수 있는 분
- 자신의 생각이나 서비스에 대한 설명을 상대가 이해할 수 있도록 정리할 수 있어야 합니다. 또한 이러한 정리를 문서화 할 수 있는 능력이 있는 분을 찾습니다. 이러한 능력은 고객과의 소통 뿐 아니라 VOC정리를 통한 서비스 개선과 FAQ정리 등을 통한 업무 효율화에도 도움이 될 것으로 기대합니다.

문제와 상황에 대하여 탐구하고 파악하려는 적극적인 자세를 갖춘 분
- 문제 발생 시 상황과 답변을 그대로 받아들이기 보다는 ‘왜 그러한 문제가 발생하는지’, ‘내가 알고 있는 것이 맞는지’, ‘다른 대안은 없을지’ 고민해보고 찾아볼 수 있는 분을 찾습니다.

기술 서비스에 대해서 이해하고 설명할 수 있는 분
- 데이터라이즈는 SI 구축이 아닌 SaaS를 제공하고 있습니다. 이 둘의 차이를 인지하고 고객과 소통하며 서비스에 대한 의견을 낼 수 있어야 합니다.
- 데이터라이즈의 서비스는 카페24, 메이크샵, shopify 등의 ECP 및 타 서비스와 기술적으로 밀접한 관계가 있습니다. 데이터라이즈 서비스 자체의 기술적인 내용 뿐 아니라 기타 영향을 주는 부분에 대해서도 이해하고자 하는 분을 찾습니다.","유관 경력 3년 이상이신 분
이커머스 업계에 대한 이해도가 있는 분
스타트업 근무 경험자
퍼포먼스 마케팅이나 CRM 마케팅 업무를 경험한 분
구글 애널리틱스 사용 경험자
다년간 일본 체류/유학 경험 및 일본 현지 문화에 대한 이해도가 있으신 분"
(주)업스테이지,AI Research Engineer - Document AI,"주요 업무
Document AI에 필요한 연구 및 개발
고객의 문제를 이해하고, 그를 가장 효과적으로 해결하기 위한 가설 제시 및 검증을 수행
제품의 요구 사항을 이해하고 이를 개발 목표 및 연구 과제로 변환
모델 성능에 대한 객관적인 메트릭 정의 및 측정

모집 분야
Natural language processing
Multimodal modeling","AI 문제를 정의하고 해결하는 능력
기초 머신러닝 알고리즘에 대한 깊은 이해
Python, C++ 등의 언어를 활용한 강력한 프로그래밍 능력 및 Linux/Shell 활용 능력
NLP, CV 등 관심 AI 도메인의 최신 알고리즘에 대한 이해
주요 기계 학습 프레임워크에 대한 깊은 이해 (예: PyTorch)
다양한 협업 환경에서 일할 수 있는 능력
훌륭한 의사 소통 능력","대규모 상용 ML(NLP, CV) 제품 개발 경험
최고의 AI 컨퍼런스(e.g. NeurIPS, ICML, ICLR, AAAI, CVPR, ICCV, ECCV, ACL, EMNLP, KDD, etc)에서 1저자 혹은 교신저자로 출판 기록
국제 혹은 국내 AI 대회 (Kaggle 등) 상위권 입상
대규모 데이터로부터 AI 모델 학습 및 추론을 위한 data/model pipeline을 개발한 경험
AI 관련 연구 또는 프로덕트 개발을 리딩한 경험
새로운 연구 혹은 개발 방향성을 제시할 수 있는 능력"
(주)업스테이지,AI Solution Manager,"고객사에 업스테이지의 제품 및 서비스(OCR, 추천 Pack)를 전달하고 관리하는 업무 전반 수행
- 고객 프로젝트 진행상황, 개발 및 완료 상황 등 전반 관리 및 내외부 커뮤니케이션
- 사업개발 및 영업이 된 기회를 유관팀과의 협업을 통해 제안서 작성(필요 시, proof of concept/bench mark test 관리)
- 이슈 예측/진단/대응/ 통제 등의 프로젝트 리스크 관리
- 프로젝트 운영관리를 위한 후속 관리
고객 접점에서 발생하는 니즈, 피드백을 취합 및 우선순위화 후, 내부 유관 부서(프로덕트팀, 사업개발 및 영업팀)에 전달하여 제품 및 서비스 고도화하는 기여
고객 및 파트너사 발굴을 위한 협력 기회 발굴","7년 이상의 IT 시스템 구축/개선 프로젝트 관리를 수행하신 분 또는 고객과의 프로젝트 관리 경험, 컨설팅 경험이 있으신 분
커뮤니케이션 스킬, 문제 해결 능력 및 강한 책임감을 바탕으로 이해관계자들과의 애자일한 업무를 통하여 고객의 성공적인 가치 창출을 달성하실 수 있으신 분
업스테이지의 비전 및 문화에 공감하고 함께하고자 하는 의욕이 샘솟으시는 분","IT/데이터 과제 PMO (Progress 관리, 실행 지원) 업무를 경험하신 분
AI 솔루션 및 데이터(개발 체계 및 프로세스, 시스템 아키텍처 등)에 대한 전반적인 지식을 보유하신 분
기업 디지털/IT/PI/요건정의 및 금융권 대형 시스템 구축 PMO 경험하신 분"
