section-summary,section-stack
프론트엔드,"['ReactJS', 'Node.js', 'JavaScript']"
"프론트엔드,웹풀스택","['Node.js', 'JavaScript', 'Vue.js']"
안드로이드앱,"['Kotlin', 'Firebase', 'Java', 'Android']"
아이폰앱,"['RxSwift', 'Swift']"
"서버/백엔드,시스템/네트워크","['NoSQL', 'GCP(Google Cloud Platform)', 'Node.js']"
"서버/백엔드,프론트엔드,시스템소프트웨어","['ReactJS', 'Vue.js', 'AngularJS', 'JavaScript', 'Git']"
프론트엔드,['ReactJS']
안드로이드앱,['Android']
게임클라이언트,"['C#', 'Unity']"
게임클라이언트,"['Unity', 'C#']"
게임서버,"['Python', 'Node.js', 'PHP', 'Go', 'Database']"
게임서버,['Database']
"머신러닝,인공지능(AI)","['PyTorch', 'C++', 'C', 'Python']"
